"stock_code","stock_name","market","industry_code","industry_name","source_url","source_as_of","synced_at","close_price","change_val","change_pct","volume","quote_date"
"1568",倉佑,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.6,+1.00,+4.42%,460348,"2026-04-10"
"1582",信錦,TWSE_LISTED,"28",電子零組件業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",97.2,-2.70,-2.70%,9679993,"2026-04-10"
"1583",程泰,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",44.5,+0.15,+0.34%,25490,"2026-04-10"
"1587",吉茂,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",34.8,-1.40,-3.87%,975544,"2026-04-10"
"1589",永冠-KY,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",,,,,
"1590",亞德客-KY,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",1115.0,+40.00,+3.72%,1143757,"2026-04-10"
"1597",直得,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",99.1,+9.00,+9.99%,1734801,"2026-04-10"
"1598",岱宇,TWSE_LISTED,"37",運動休閒,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",19.65,+0.30,+1.55%,372718,"2026-04-10"
"1603",華電,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",32.3,+0.20,+0.62%,194121,"2026-04-10"
"1604",聲寶,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",25.2,-0.20,-0.79%,699220,"2026-04-10"
"1605",華新,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",31.65,+0.20,+0.64%,22114324,"2026-04-10"
"1608",華榮,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",32.4,+0.40,+1.25%,1614731,"2026-04-10"
"1609",大亞,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",33.4,+0.70,+2.14%,2437258,"2026-04-10"
"1611",中電,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.2,-0.10,-0.81%,529319,"2026-04-10"
"1612",宏泰,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",35.05,+0.30,+0.86%,461577,"2026-04-10"
"1614",三洋電,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",32.15,+0.15,+0.47%,62247,"2026-04-10"
"1615",大山,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",46.4,+0.75,+1.64%,207360,"2026-04-10"
"1616",億泰,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.4,-0.05,-0.21%,330080,"2026-04-10"
"1617",榮星,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",14.7,-0.10,-0.68%,53133,"2026-04-10"
"1618",合機,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",38.0,-0.35,-0.91%,731650,"2026-04-10"
"1623",大東電,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",181.5,+0.00,+0.00%,82409,"2026-04-10"
"1626",艾美特-KY,TWSE_LISTED,"06",電器電纜,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",10.0,+0.00,+0.00%,66076,"2026-04-10"
"1702",南僑,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",36.1,-0.05,-0.14%,186540,"2026-04-10"
"1707",葡萄王,TWSE_LISTED,"22",生技醫療業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",120.0,-1.00,-0.83%,271635,"2026-04-10"
"1708",東鹼,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",39.55,+0.05,+0.13%,3385303,"2026-04-10"
"1709",和益,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",18.4,+0.10,+0.55%,754899,"2026-04-10"
"1710",東聯,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",13.55,-0.25,-1.81%,14915684,"2026-04-10"
"1711",永光,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",38.7,+2.05,+5.59%,64447625,"2026-04-10"
"1712",興農,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",42.45,-0.60,-1.39%,1141875,"2026-04-10"
"1713",國化,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",46.85,-0.20,-0.43%,150382,"2026-04-10"
"1714",和桐,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",10.2,+0.74,+7.82%,20472334,"2026-04-10"
"1717",長興,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",80.0,+6.20,+8.40%,218314064,"2026-04-10"
"1718",中纖,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",7.17,-0.16,-2.18%,5742581,"2026-04-10"
"1720",生達,TWSE_LISTED,"22",生技醫療業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",63.1,-0.40,-0.63%,227543,"2026-04-10"
"1721",三晃,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",17.7,-0.40,-2.21%,1717163,"2026-04-10"
"1722",台肥,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",46.3,-0.40,-0.86%,1525374,"2026-04-10"
"1723",中碳,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",78.1,+0.90,+1.17%,1024832,"2026-04-10"
"1725",元禎,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",31.3,+1.05,+3.47%,279281,"2026-04-10"
"1726",永記,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",75.5,+0.20,+0.27%,36578,"2026-04-10"
"1727",中華化,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",55.7,+5.00,+9.86%,10538129,"2026-04-10"
"1730",花仙子,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",53.0,+0.00,+0.00%,31434,"2026-04-10"
"1731",美吾華,TWSE_LISTED,"22",生技醫療業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.8,+0.00,+0.00%,70545,"2026-04-10"
"1732",毛寶,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",25.85,-0.05,-0.19%,107342,"2026-04-10"
"1733",五鼎,TWSE_LISTED,"22",生技醫療業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",29.45,+0.10,+0.34%,140516,"2026-04-10"
"1734",杏輝,TWSE_LISTED,"22",生技醫療業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",31.6,+0.15,+0.48%,264978,"2026-04-10"
"1735",日勝化,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",27.5,+2.50,+10.00%,3533207,"2026-04-10"
"1736",喬山,TWSE_LISTED,"37",運動休閒,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",121.0,-0.50,-0.41%,590033,"2026-04-10"
"1737",臺鹽,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",32.0,+0.05,+0.16%,49674,"2026-04-10"
"1752",南光,TWSE_LISTED,"22",生技醫療業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",35.75,+0.05,+0.14%,51809,"2026-04-10"
"1760",寶齡富錦,TWSE_LISTED,"22",生技醫療業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",64.0,-0.20,-0.31%,146420,"2026-04-10"
"1762",中化生,TWSE_LISTED,"22",生技醫療業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",27.6,+0.00,+0.00%,47080,"2026-04-10"
"1773",勝一,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",152.0,-2.00,-1.30%,1454629,"2026-04-10"
"1776",展宇,TWSE_LISTED,"21",化學工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.85,+0.00,+0.00%,37021,"2026-04-10"
"1783",和康生,TWSE_LISTED,"22",生技醫療業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",42.6,-0.05,-0.12%,103658,"2026-04-10"
"1786",科妍,TWSE_LISTED,"22",生技醫療業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",60.0,+0.70,+1.18%,152701,"2026-04-10"
"1789",神隆,TWSE_LISTED,"22",生技醫療業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.15,+0.05,+0.24%,841018,"2026-04-10"
"1795",美時,TWSE_LISTED,"22",生技醫療業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",215.5,+2.50,+1.17%,1463470,"2026-04-10"
"1802",台玻,TWSE_LISTED,"08",玻璃陶瓷,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",57.7,-1.80,-3.03%,76142508,"2026-04-10"
"1805",寶徠,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",10.8,+0.00,+0.00%,73148,"2026-04-10"
"1806",冠軍,TWSE_LISTED,"08",玻璃陶瓷,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",8.31,+0.02,+0.24%,259950,"2026-04-10"
"1808",潤隆,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",30.9,+0.50,+1.64%,860194,"2026-04-10"
"1809",中釉,TWSE_LISTED,"08",玻璃陶瓷,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",25.55,-0.45,-1.73%,1800754,"2026-04-10"
"1810",和成,TWSE_LISTED,"08",玻璃陶瓷,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",17.35,+0.10,+0.58%,644784,"2026-04-10"
"1817",凱撒衛,TWSE_LISTED,"08",玻璃陶瓷,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",39.0,+0.00,+0.00%,11248,"2026-04-10"
"1903",士紙,TWSE_LISTED,"09",造紙工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",50.3,+0.30,+0.60%,79041,"2026-04-10"
"1904",正隆,TWSE_LISTED,"09",造紙工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",19.05,+0.35,+1.87%,2198736,"2026-04-10"
"1905",華紙,TWSE_LISTED,"09",造紙工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",14.3,-0.15,-1.04%,2790566,"2026-04-10"
"1906",寶隆,TWSE_LISTED,"09",造紙工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",11.7,-0.20,-1.68%,202418,"2026-04-10"
"1907",永豐餘,TWSE_LISTED,"09",造紙工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",25.85,+0.00,+0.00%,477198,"2026-04-10"
"1909",榮成,TWSE_LISTED,"09",造紙工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",9.8,+0.06,+0.62%,3243958,"2026-04-10"
"2002",中鋼,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",20.05,-0.15,-0.74%,45397376,"2026-04-10"
"2006",東和鋼鐵,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",71.0,-0.70,-0.98%,3056049,"2026-04-10"
"2007",燁興,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",8.07,+0.05,+0.62%,281989,"2026-04-10"
"2008",高興昌,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",27.95,-0.15,-0.53%,22213,"2026-04-10"
"2009",第一銅,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",40.5,+0.60,+1.50%,1150716,"2026-04-10"
"2010",春源,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",25.25,+0.30,+1.20%,2685362,"2026-04-10"
"2012",春雨,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.8,-0.05,-0.32%,38861,"2026-04-10"
"2013",中鋼構,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",44.5,+0.20,+0.45%,89391,"2026-04-10"
"2014",中鴻,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",18.55,-0.35,-1.85%,7127313,"2026-04-10"
"2015",豐興,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",63.1,-0.80,-1.25%,139476,"2026-04-10"
"2017",官田鋼,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",9.72,-0.08,-0.82%,688588,"2026-04-10"
"2020",美亞,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",25.4,-0.15,-0.59%,749409,"2026-04-10"
"2022",聚亨,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",9.13,-0.04,-0.44%,2487905,"2026-04-10"
"2023",燁輝,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",14.0,-0.05,-0.36%,4221535,"2026-04-10"
"2024",志聯,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",14.6,+0.00,+0.00%,12028,"2026-04-10"
"2025",千興,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",11.4,+0.00,+0.00%,168912,"2026-04-10"
"2027",大成鋼,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",37.75,-0.75,-1.95%,35310832,"2026-04-10"
"2028",威致,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",18.25,+0.05,+0.27%,156918,"2026-04-10"
"2029",盛餘,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",20.5,+0.00,+0.00%,138773,"2026-04-10"
"2030",彰源,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.95,-0.15,-0.93%,443285,"2026-04-10"
"2031",新光鋼,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",40.85,-0.15,-0.37%,723142,"2026-04-10"
"2032",新鋼,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.95,-0.15,-0.88%,526698,"2026-04-10"
"2033",佳大,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.65,+0.10,+0.60%,207047,"2026-04-10"
"2034",允強,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",20.85,+0.00,+0.00%,1206984,"2026-04-10"
"2038",海光,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.35,-0.15,-0.97%,427132,"2026-04-10"
"2049",上銀,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",242.0,-3.00,-1.22%,4494184,"2026-04-10"
"2059",川湖,TWSE_LISTED,"28",電子零組件業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",3355.0,+80.00,+2.44%,465081,"2026-04-10"
"2062",橋椿,TWSE_LISTED,"38",居家生活,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.85,+1.15,+5.56%,649133,"2026-04-10"
"2069",運錩,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",18.55,-0.20,-1.07%,159223,"2026-04-10"
"2072",世紀風電,TWSE_LISTED,"35",綠能環保,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",182.5,+0.00,+0.00%,710856,"2026-04-10"
"2101",南港,TWSE_LISTED,"11",橡膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",35.7,-0.90,-2.46%,4832565,"2026-04-10"
"2102",泰豐,TWSE_LISTED,"11",橡膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",20.0,+0.00,+0.00%,511483,"2026-04-10"
"2103",台橡,TWSE_LISTED,"11",橡膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",19.55,+0.00,+0.00%,3335988,"2026-04-10"
"2104",國際中橡,TWSE_LISTED,"11",橡膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",11.65,-0.30,-2.51%,4929341,"2026-04-10"
"2105",正新,TWSE_LISTED,"11",橡膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",31.65,-0.30,-0.94%,7779774,"2026-04-10"
"2106",建大,TWSE_LISTED,"11",橡膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",18.15,-0.20,-1.09%,475218,"2026-04-10"
"2107",厚生,TWSE_LISTED,"11",橡膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",25.6,+0.00,+0.00%,197143,"2026-04-10"
"2108",南帝,TWSE_LISTED,"11",橡膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",26.15,-0.15,-0.57%,615829,"2026-04-10"
"2109",華豐,TWSE_LISTED,"11",橡膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",14.7,+0.00,+0.00%,63454,"2026-04-10"
"2114",鑫永銓,TWSE_LISTED,"11",橡膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",88.6,-0.40,-0.45%,25789,"2026-04-10"
"2115",六暉-KY,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.45,-0.05,-0.23%,32064,"2026-04-10"
"2201",裕隆,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",26.35,-0.60,-2.23%,5332332,"2026-04-10"
"2204",中華,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",54.2,+0.00,+0.00%,1498651,"2026-04-10"
"2206",三陽工業,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",59.5,+0.20,+0.34%,469832,"2026-04-10"
"2207",和泰車,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",508.0,+10.50,+2.11%,458776,"2026-04-10"
"2208",台船,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",20.45,-0.10,-0.49%,2532062,"2026-04-10"
"2211",長榮鋼,TWSE_LISTED,"10",鋼鐵工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",100.0,+0.00,+0.00%,512555,"2026-04-10"
"2227",裕日車,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",50.8,+0.00,+0.00%,27029,"2026-04-10"
"2228",劍麟,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",90.2,-1.00,-1.10%,170704,"2026-04-10"
"2231",為升,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",122.0,+7.00,+6.09%,681280,"2026-04-10"
"2233",宇隆,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",213.0,+0.50,+0.24%,912511,"2026-04-10"
"2236",百達-KY,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",115.5,-1.00,-0.86%,837935,"2026-04-10"
"2239",英利-KY,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",22.9,-0.15,-0.65%,53171,"2026-04-10"
"2241",艾姆勒,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",27.55,+0.45,+1.66%,211710,"2026-04-10"
"2243",宏旭-KY,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",22.45,-0.20,-0.88%,4726205,"2026-04-10"
"2247",汎德永業,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",242.5,+3.50,+1.46%,67770,"2026-04-10"
"2248",華勝-KY,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",48.5,-0.60,-1.22%,28360,"2026-04-10"
"2250",IKKA-KY,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",61.6,-0.60,-0.96%,37818,"2026-04-10"
"2254",巨鎧精密-創,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",68.8,+0.80,+1.18%,20003,"2026-04-10"
