"stock_code","stock_name","market","industry_code","industry_name","source_url","source_as_of","synced_at","close_price","change_val","change_pct","volume","quote_date"
"2465",麗臺,TWSE_LISTED,"25",電腦及週邊設備業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",59.8,+0.90,+1.53%,1531487,"2026-04-10"
"2466",冠西電,TWSE_LISTED,"26",光電業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",59.1,+1.40,+2.43%,1340461,"2026-04-10"
"2467",志聖,TWSE_LISTED,"28",電子零組件業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",542.0,+48.50,+9.83%,5529924,"2026-04-10"
"2468",華經,TWSE_LISTED,"30",資訊服務業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",33.75,+0.20,+0.60%,196467,"2026-04-10"
"2471",資通,TWSE_LISTED,"30",資訊服務業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",52.2,+0.00,+0.00%,170450,"2026-04-10"
"2472",立隆電,TWSE_LISTED,"28",電子零組件業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",148.0,+2.50,+1.72%,4978962,"2026-04-10"
"2474",可成,TWSE_LISTED,"31",其他電子業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",192.0,+0.00,+0.00%,1819621,"2026-04-10"
"2476",鉅祥,TWSE_LISTED,"28",電子零組件業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",99.9,-1.60,-1.58%,4511251,"2026-04-10"
"2477",美隆電,TWSE_LISTED,"31",其他電子業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.8,+0.15,+0.63%,256893,"2026-04-10"
"2478",大毅,TWSE_LISTED,"28",電子零組件業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",63.2,+1.20,+1.94%,1564669,"2026-04-10"
"2480",敦陽科,TWSE_LISTED,"30",資訊服務業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",141.5,+1.00,+0.71%,138647,"2026-04-10"
"2481",強茂,TWSE_LISTED,"24",半導體業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",101.0,+0.50,+0.50%,20158050,"2026-04-10"
"2482",連宇,TWSE_LISTED,"31",其他電子業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.85,-0.10,-0.59%,103238,"2026-04-10"
"2483",百容,TWSE_LISTED,"28",電子零組件業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.45,+0.25,+1.18%,182998,"2026-04-10"
"2484",希華,TWSE_LISTED,"28",電子零組件業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",31.75,+1.35,+4.44%,11395477,"2026-04-10"
"2485",兆赫,TWSE_LISTED,"27",通信網路業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",73.5,+3.60,+5.15%,40563906,"2026-04-10"
"2486",一詮,TWSE_LISTED,"26",光電業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",185.5,+11.50,+6.61%,32679507,"2026-04-10"
"2488",漢平,TWSE_LISTED,"31",其他電子業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",49.95,+0.20,+0.40%,324040,"2026-04-10"
"2489",瑞軒,TWSE_LISTED,"26",光電業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",45.3,+2.55,+5.96%,226976023,"2026-04-10"
"2491",吉祥全,TWSE_LISTED,"26",光電業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.0,+0.05,+0.33%,96683,"2026-04-10"
"2492",華新科,TWSE_LISTED,"28",電子零組件業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",128.5,+5.00,+4.05%,8700780,"2026-04-10"
"2493",揚博,TWSE_LISTED,"28",電子零組件業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",119.0,+2.50,+2.15%,2127120,"2026-04-10"
"2495",普安,TWSE_LISTED,"25",電腦及週邊設備業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",36.85,+0.70,+1.94%,10426601,"2026-04-10"
"2496",卓越,TWSE_LISTED,"20",其他,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",66.6,+0.00,+0.00%,15820,"2026-04-10"
"2497",怡利電,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",50.5,-0.20,-0.39%,527992,"2026-04-10"
"2498",宏達電,TWSE_LISTED,"27",通信網路業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",39.8,-0.30,-0.75%,4433188,"2026-04-10"
"2501",國建,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.5,+0.20,+0.86%,1535966,"2026-04-10"
"2504",國產,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",36.55,-0.15,-0.41%,1201037,"2026-04-10"
"2505",國揚,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",19.3,-0.15,-0.77%,143246,"2026-04-10"
"2506",太設,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",8.97,+0.01,+0.11%,189278,"2026-04-10"
"2509",全坤建,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",14.3,+0.00,+0.00%,173018,"2026-04-10"
"2511",太子,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",8.19,+0.03,+0.37%,940704,"2026-04-10"
"2514",龍邦,TWSE_LISTED,"20",其他,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",13.45,-0.05,-0.37%,116690,"2026-04-10"
"2515",中工,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",13.15,-0.10,-0.75%,7024920,"2026-04-10"
"2516",新建,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",13.65,+0.05,+0.37%,212495,"2026-04-10"
"2520",冠德,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",30.75,-0.20,-0.65%,1412262,"2026-04-10"
"2524",京城,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",38.6,+0.10,+0.26%,86736,"2026-04-10"
"2527",宏璟,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",33.0,+2.00,+6.45%,1633056,"2026-04-10"
"2528",皇普,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.9,-0.20,-0.83%,516821,"2026-04-10"
"2530",華建,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.25,-0.30,-1.27%,1001948,"2026-04-10"
"2534",宏盛,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",19.8,-0.15,-0.75%,307379,"2026-04-10"
"2535",達欣工,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",69.9,+1.60,+2.34%,595723,"2026-04-10"
"2536",宏普,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",22.2,-0.20,-0.89%,225210,"2026-04-10"
"2537",聯上發,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",10.3,-0.05,-0.48%,587718,"2026-04-10"
"2538",基泰,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",10.0,-0.10,-0.99%,449619,"2026-04-10"
"2539",櫻花建,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",47.75,+0.00,+0.00%,380183,"2026-04-10"
"2540",愛山林,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",48.4,+0.90,+1.89%,563821,"2026-04-10"
"2542",興富發,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",36.7,+0.55,+1.52%,3672954,"2026-04-10"
"2543",皇昌,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",57.9,+0.40,+0.70%,982471,"2026-04-10"
"2545",皇翔,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",36.05,+0.15,+0.42%,120741,"2026-04-10"
"2546",根基,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",86.0,+0.60,+0.70%,234648,"2026-04-10"
"2547",日勝生,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",10.65,+0.00,+0.00%,1327474,"2026-04-10"
"2548",華固,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",127.5,-1.50,-1.16%,2460822,"2026-04-10"
"2597",潤弘,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",156.0,+3.50,+2.30%,468866,"2026-04-10"
"2601",益航,TWSE_LISTED,"18",貿易百貨,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",5.7,+0.03,+0.53%,1408193,"2026-04-10"
"2603",長榮,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",202.5,-0.50,-0.25%,8319682,"2026-04-10"
"2605",新興,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",39.6,+0.60,+1.54%,5662025,"2026-04-10"
"2606",裕民,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",61.0,+0.20,+0.33%,2358451,"2026-04-10"
"2607",榮運,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",51.0,+0.00,+0.00%,650772,"2026-04-10"
"2608",嘉里大榮,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",30.9,+0.05,+0.16%,172445,"2026-04-10"
"2609",陽明,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",51.3,+0.00,+0.00%,17677753,"2026-04-10"
"2610",華航,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",18.1,-0.05,-0.28%,27270784,"2026-04-10"
"2611",志信,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.15,+1.35,+9.78%,3314600,"2026-04-10"
"2612",中航,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",57.2,+1.50,+2.69%,556252,"2026-04-10"
"2613",中櫃,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.05,-0.10,-0.43%,265516,"2026-04-10"
"2614",東森,TWSE_LISTED,"20",其他,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",20.2,-0.65,-3.12%,1563090,"2026-04-10"
"2615",萬海,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",77.1,-1.20,-1.53%,8378145,"2026-04-10"
"2616",山隆,TWSE_LISTED,"23",油電燃氣業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.5,+0.00,+0.00%,695647,"2026-04-10"
"2617",台航,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",30.4,+0.05,+0.16%,308061,"2026-04-10"
"2618",長榮航,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",34.85,+0.05,+0.14%,15163791,"2026-04-10"
"2630",亞航,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",45.85,-0.70,-1.50%,685512,"2026-04-10"
"2633",台灣高鐵,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",26.95,-0.05,-0.19%,4772974,"2026-04-10"
"2634",漢翔,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",46.45,-0.10,-0.21%,2651123,"2026-04-10"
"2636",台驊控股,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",68.1,+0.10,+0.15%,230159,"2026-04-10"
"2637",慧洋-KY,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",70.4,+0.10,+0.14%,1096265,"2026-04-10"
"2642",宅配通,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.25,+0.00,+0.00%,49102,"2026-04-10"
"2645",長榮航太,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",150.0,-1.00,-0.66%,606630,"2026-04-10"
"2646",星宇航空,TWSE_LISTED,"15",航運業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.0,-0.10,-0.47%,2782350,"2026-04-10"
"2701",萬企,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",10.8,+0.10,+0.93%,78389,"2026-04-10"
"2702",華園,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",14.55,+0.25,+1.75%,693350,"2026-04-10"
"2704",國賓,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",42.25,+0.05,+0.12%,185996,"2026-04-10"
"2705",六福,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.7,+0.15,+0.91%,448592,"2026-04-10"
"2706",第一店,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.45,-0.05,-0.40%,69196,"2026-04-10"
"2707",晶華,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",190.5,+0.50,+0.26%,148761,"2026-04-10"
"2712",遠雄來,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.0,+0.00,+0.00%,19115,"2026-04-10"
"2722",夏都,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.2,+0.10,+0.43%,24604,"2026-04-10"
"2723",美食-KY,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",67.3,-1.00,-1.46%,710396,"2026-04-10"
"2727",王品,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",227.5,-1.00,-0.44%,435685,"2026-04-10"
"2731",雄獅,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",161.5,+1.50,+0.94%,335854,"2026-04-10"
"2739",寒舍,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",34.35,+0.15,+0.44%,110419,"2026-04-10"
"2748",雲品,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",41.2,+1.05,+2.62%,274981,"2026-04-10"
"2753",八方雲集,TWSE_LISTED,"16",觀光餐旅,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",180.5,+1.00,+0.56%,101341,"2026-04-10"
"2762",世界健身-KY,TWSE_LISTED,"37",運動休閒,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",73.0,+0.20,+0.27%,20219,"2026-04-10"
"2801",彰銀,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.15,+0.15,+0.71%,22520703,"2026-04-10"
"2812",台中銀,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.1,+0.05,+0.24%,7665911,"2026-04-10"
"2816",旺旺保,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",31.3,+0.40,+1.29%,202211,"2026-04-10"
"2820",華票,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",17.0,+0.00,+0.00%,1022699,"2026-04-10"
"2832",台產,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",48.05,+0.75,+1.59%,120310,"2026-04-10"
"2834",臺企銀,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.35,+0.00,+0.00%,27124164,"2026-04-10"
"2836",高雄銀,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.15,-0.05,-0.41%,908374,"2026-04-10"
"2838",聯邦銀,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",20.9,-0.10,-0.48%,2405339,"2026-04-10"
"2845",遠東銀,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.65,+0.00,+0.00%,2770825,"2026-04-10"
"2849",安泰銀,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",13.45,-0.05,-0.37%,115394,"2026-04-10"
"2850",新產,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",124.5,+5.50,+4.62%,811669,"2026-04-10"
"2851",中再保,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",31.25,+0.25,+0.81%,1556495,"2026-04-10"
"2852",第一保,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",26.05,+0.10,+0.39%,189637,"2026-04-10"
"2855",統一證,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",31.65,+0.25,+0.80%,3206599,"2026-04-10"
"2867",三商壽,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",7.73,-0.07,-0.90%,15916852,"2026-04-10"
"2880",華南金,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",34.1,-0.50,-1.45%,12508603,"2026-04-10"
"2881",富邦金,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",87.6,-0.90,-1.02%,20801353,"2026-04-10"
"2882",國泰金,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",72.9,-0.70,-0.95%,20595209,"2026-04-10"
"2883",凱基金,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.15,-0.15,-0.70%,37471588,"2026-04-10"
"2884",玉山金,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",32.25,-0.35,-1.07%,25766300,"2026-04-10"
"2885",元大金,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",47.7,-0.25,-0.52%,19609007,"2026-04-10"
"2886",兆豐金,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",39.85,+0.10,+0.25%,24729687,"2026-04-10"
"2887",台新新光金,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",24.55,-0.10,-0.41%,37871469,"2026-04-10"
"2889",國票金,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.35,+0.10,+0.66%,1668815,"2026-04-10"
"2890",永豐金,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",32.7,-0.40,-1.21%,19225996,"2026-04-10"
"2891",中信金,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",54.0,-0.80,-1.46%,43434788,"2026-04-10"
"2892",第一金,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",28.6,-0.50,-1.72%,24307679,"2026-04-10"
"2897",王道銀行,TWSE_LISTED,"17",金融保險,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",10.15,+0.00,+0.00%,1979922,"2026-04-10"
"2901",欣欣,TWSE_LISTED,"18",貿易百貨,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.85,+0.15,+0.63%,27886,"2026-04-10"
"2903",遠百,TWSE_LISTED,"18",貿易百貨,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",22.8,-0.35,-1.51%,3198786,"2026-04-10"
"2904",匯僑,TWSE_LISTED,"20",其他,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.7,-0.05,-0.30%,53697,"2026-04-10"
"2905",三商,TWSE_LISTED,"18",貿易百貨,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",14.65,+0.00,+0.00%,402249,"2026-04-10"
"2906",高林,TWSE_LISTED,"18",貿易百貨,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.9,+0.00,+0.00%,98553,"2026-04-10"
"2908",特力,TWSE_LISTED,"18",貿易百貨,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",20.0,+0.00,+0.00%,143616,"2026-04-10"
"2910",統領,TWSE_LISTED,"18",貿易百貨,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.55,+0.15,+0.70%,18502,"2026-04-10"
"2911",麗嬰房,TWSE_LISTED,"18",貿易百貨,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",5.05,-0.05,-0.98%,91848,"2026-04-10"
"2912",統一超,TWSE_LISTED,"18",貿易百貨,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",227.5,-3.50,-1.52%,1345433,"2026-04-10"
"2913",農林,TWSE_LISTED,"18",貿易百貨,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.1,+0.00,+0.00%,2240180,"2026-04-10"
"2915",潤泰全,TWSE_LISTED,"18",貿易百貨,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",46.9,-0.50,-1.05%,1765147,"2026-04-10"
"2923",鼎固-KY,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",19.9,+0.85,+4.46%,130342,"2026-04-10"
